775286610000,0.52653,-0.01491,0.00961,0.00794,0.71550,-0.00847,0.69851,0.64167,-0.02595,0.00016,
775377540000,0.60035,-0.00039,0.01013,-0.00318,0.71498,0.00238,0.69914,0.67641,0.00023,0.00083,
775486670000,0.67499,0.03132,0.01046,-0.02074,0.71429,0.01959,0.69927,0.70373,0.03498,0.00035,
775577670000,0.69857,0.24400,0.01392,-0.12319,0.70252,0.12041,0.69051,0.68778,0.24117,0.00632,
775686800000,0.77544,0.27082,0.01438,-0.12317,0.70264,0.12043,0.69038,0.71660,0.24870,0.00813,
775777730000,0.84316,0.29500,0.01517,-0.12307,0.70275,0.12057,0.69025,0.73072,0.25774,0.01050,
775886860000,0.92353,0.32389,0.01615,-0.12301,0.70276,0.12067,0.69025,0.74545,0.26482,0.00895,
775977790000,0.99216,0.34828,0.01736,-0.12296,0.70279,0.12067,0.69023,0.76063,0.26779,0.01050,
776086920000,1.07612,0.37842,0.01880,-0.12292,0.70281,0.12076,0.69019,0.77599,0.27806,0.01387,
776177850000,1.14788,0.40530,0.02025,-0.12287,0.70285,0.12084,0.69015,0.78954,0.27989,0.01233,
776287050000,1.23540,0.43674,0.02194,-0.12293,0.70287,0.12081,0.69012,0.80303,0.28486,0.00937,
776377980000,1.31099,0.46391,0.02313,-0.12320,0.70270,0.12075,0.69025,0.82320,0.28544,0.00871,
776487110000,1.40399,0.49665,0.02441,-0.12333,0.70260,0.12061,0.69036,0.86276,0.30748,0.00418,
776578040000,1.48628,0.52581,0.02561,-0.12348,0.70258,0.12055,0.69036,0.90101,0.31836,0.00120,
776687170000,1.58746,0.56231,0.02609,-0.12364,0.70264,0.12049,0.69028,0.93691,0.32739,0.00466,
776778100000,1.67592,0.59402,0.02849,-0.12380,0.70254,0.12033,0.69038,0.95924,0.33810,0.01572,
776887230000,1.78316,0.63298,0.03030,-0.12385,0.70245,0.12019,0.69049,0.99305,0.35673,0.01210,
776978230000,-1.54267,0.41405,0.12155,0.71340,-0.06984,-0.69394,-0.06798,-1.06191,0.19011,0.06796,
777087360000,0.21339,1.90992,0.12985,0.61982,-0.37890,-0.58501,-0.36059,-0.03013,1.05176,0.07431,
777178290000,0.38368,2.10772,0.11542,0.61201,-0.38543,-0.58329,-0.36967,0.06843,1.16224,0.06262,
777287420000,0.38461,2.20879,0.12033,0.61066,-0.38749,-0.58195,-0.37186,0.06490,1.16212,0.06516,
777378350000,0.35038,2.31628,0.12539,0.61500,-0.38045,-0.58606,-0.36547,0.03569,1.19546,0.05842,
777487480000,0.35350,2.43932,0.13278,0.61372,-0.38334,-0.58413,-0.36768,0.02643,1.22005,0.06696,
777578480000,0.33431,2.55142,0.13898,0.61596,-0.37958,-0.58639,-0.36422,0.01675,1.23707,0.08051,
777687610000,0.34842,2.67830,0.14801,0.61267,-0.38547,-0.58278,-0.36934,0.01061,1.25309,0.07729,
777778540000,0.37810,2.79016,0.15310,0.60888,-0.39068,-0.57986,-0.37470,0.01413,1.24526,0.08174,
777887670000,0.46187,2.91086,0.15791,0.59686,-0.40773,-0.56891,-0.39223,0.06299,1.24015,0.07855,
777978600000,0.47349,3.02532,0.16576,0.59615,-0.40865,-0.56814,-0.39349,0.07290,1.26221,0.06760,
778087730000,0.62204,3.13955,0.16805,0.57798,-0.43404,-0.55048,-0.41777,0.19037,1.25171,0.08301,
778178730000,0.63909,3.25430,0.17489,0.57828,-0.43395,-0.55030,-0.41768,0.21181,1.26550,0.08848,
778287860000,0.77020,3.36485,0.17860,0.56329,-0.45437,-0.53517,-0.43571,0.26815,1.25616,0.07360,
778378790000,0.81911,3.47251,0.18393,0.56057,-0.45791,-0.53231,-0.43901,0.27876,1.23804,0.07721,
778487920000,0.93665,3.57792,0.18580,0.54756,-0.47380,-0.51921,-0.45399,0.32979,1.23171,0.06610,
778578850000,0.97508,3.68839,0.19199,0.54723,-0.47453,-0.51845,-0.45450,0.34225,1.22967,0.07226,
778687980000,1.09245,3.78769,0.19512,0.53406,-0.48996,-0.50499,-0.46873,0.38924,1.22100,0.07393,
778778980000,1.11833,3.90453,0.20162,0.53574,-0.48839,-0.50661,-0.46669,0.37795,1.24952,0.06034,
778888110000,1.26064,3.99294,0.20236,0.51928,-0.50641,-0.49055,-0.48297,0.42334,1.21671,0.07090,
778979040000,1.26772,4.11642,0.21044,0.52360,-0.50152,-0.49486,-0.47900,0.40823,1.24239,0.07187,
779088170000,1.33852,4.23370,0.21489,0.51527,-0.50994,-0.48746,-0.48667,0.42605,1.24693,0.06684,
779179100000,1.38340,4.34643,0.22107,0.51509,-0.51012,-0.48694,-0.48718,0.43689,1.24369,0.07663,
779288230000,1.47955,4.44800,0.22247,0.50123,-0.52366,-0.47382,-0.50004,0.44645,1.24695,0.07749,
779379160000,1.53608,4.55319,0.22921,0.50011,-0.52481,-0.47261,-0.50111,0.45737,1.23413,0.09137,
779488360000,1.56446,4.68540,0.23609,-0.49341,0.53055,0.46702,0.50690,0.44099,1.26160,0.07165,
779579290000,1.63868,4.78112,0.23885,-0.48866,0.53536,0.46266,0.51043,0.46817,1.25566,0.06304,
779688420000,1.62645,4.93305,0.24566,-0.48645,0.53642,0.46175,0.51226,0.40381,1.26728,0.07839,
779779350000,1.70392,5.02888,0.24930,-0.48015,0.54233,0.45569,0.51737,0.44055,1.27408,0.07615,
779888480000,1.74042,5.13700,0.24731,-0.46496,0.55561,0.44155,0.52929,0.42573,1.25566,0.06953,
779979410000,1.74992,5.27129,0.25527,-0.46884,0.55221,0.44553,0.52607,0.40512,1.27706,0.06938,
780088540000,1.80107,5.40428,0.25408,-0.45567,0.56317,0.43322,0.53621,0.37943,1.28687,0.06871,
780179540000,1.82762,5.53025,0.26071,-0.45554,0.56304,0.43357,0.53618,0.35428,1.32089,0.06458,
780288670000,1.75280,5.76167,0.27163,-0.46397,0.55362,0.44474,0.52957,0.27268,1.38614,0.06168,
780379600000,1.85770,5.86158,0.27287,-0.45202,0.56385,0.43265,0.53904,0.32520,1.39429,0.06015,
780488730000,1.75089,6.08543,0.28357,-0.46459,0.55161,0.44675,0.52944,0.22266,1.45646,0.07242,
780579660000,1.91232,6.15482,0.28097,-0.44580,0.56803,0.42724,0.54413,0.29199,1.44142,0.07086,
780688790000,1.76493,6.40763,0.29547,-0.46505,0.55002,0.44851,0.52920,0.15384,1.51799,0.07578,
780779790000,1.79297,6.58178,0.30695,-0.46365,0.55004,0.44843,0.53047,0.16992,1.56160,0.07893,
780888920000,1.66546,6.82298,0.31960,-0.47817,0.53573,0.46478,0.51800,0.09065,1.62044,0.08353,
780979850000,1.64448,6.98924,0.32938,-0.48049,0.53341,0.46742,0.51586,0.06871,1.64660,0.07737,
781088980000,1.45936,7.19913,0.33682,-0.49724,0.51621,0.48565,0.50042,-0.10266,1.68335,0.06342,
781179910000,1.41325,7.37036,0.34679,-0.49975,0.51255,0.48899,0.49843,-0.15493,1.70410,0.08274,
781289040000,1.22755,7.57144,0.35657,0.51439,-0.49629,-0.50469,-0.48414,-0.23779,1.74833,0.07717,
781380040000,1.23552,7.74264,0.36379,0.51127,-0.49924,-0.50221,-0.48698,-0.21125,1.76588,0.08241,
781489170000,1.16201,7.94841,0.37348,0.51623,-0.49418,-0.50641,-0.48253,-0.25787,1.77402,0.10104,
781580100000,1.13814,8.11173,0.38236,0.51601,-0.49453,-0.50591,-0.48293,-0.27105,1.81447,0.07944,
781689230000,0.97733,8.31606,0.39149,0.52768,-0.48256,-0.51726,-0.47025,-0.35827,1.82391,0.08020,
781780160000,0.84577,8.49536,0.40136,0.53684,-0.47203,-0.52595,-0.46082,-0.44420,1.83566,0.09360,
781889290000,0.68089,8.69588,0.41291,0.54746,-0.45947,-0.53639,-0.44885,-0.55086,1.87484,0.08136,
781980290000,0.55248,8.86911,0.42238,0.55479,-0.44994,-0.54432,-0.43986,-0.62291,1.87269,0.09625,
782089420000,0.34481,9.04925,0.43591,0.56789,-0.43279,-0.55734,-0.42376,-0.74216,1.87654,0.09718,
782180350000,0.01725,9.13600,0.44886,0.59164,-0.39882,-0.58181,-0.39038,-0.96604,1.83317,0.08119,
782289480000,-0.42470,9.17014,0.46504,0.62254,-0.34841,-0.61244,-0.34054,-1.26123,1.68225,0.10039,
782380410000,-0.55396,9.37336,0.47434,0.62257,-0.34889,-0.61199,-0.34080,-1.28672,1.74766,0.10518,
782489540000,-1.51394,8.44775,0.51364,0.70469,-0.12334,-0.68865,-0.11815,-2.15836,0.57817,0.13272,
782580470000,-1.90433,8.55682,0.52879,0.70578,-0.11654,-0.68992,-0.11088,-2.39510,0.63850,0.14657,
782689670000,-2.30795,8.36119,0.56188,0.71393,-0.06983,-0.69378,-0.06410,-2.58513,0.37077,0.16165,
782780600000,-2.56804,8.47460,0.58399,0.71399,-0.07296,-0.69317,-0.06645,-2.65561,0.47424,0.17180,
782889730000,-2.69735,8.35268,0.60524,0.71521,-0.05348,-0.69523,-0.04777,-2.52382,0.27109,0.17783,
782980660000,-3.15356,8.31067,0.61048,0.71418,-0.03836,-0.69806,-0.03443,-2.79272,0.19919,0.16319,
783089790000,-3.44456,8.32913,0.63545,0.71564,-0.03261,-0.69714,-0.02822,-2.81227,0.21409,0.16976,
783180720000,-3.68652,8.55435,0.64483,0.71293,-0.05731,-0.69693,-0.05223,-2.85076,0.44541,0.15412,
783289850000,-4.10370,8.41936,0.66966,0.71457,-0.03533,-0.69799,-0.03084,-2.97618,0.24950,0.18479,
783380850000,-4.46228,8.22600,0.70501,0.71683,-0.02128,-0.69672,-0.01697,-3.07431,0.04673,0.21185,
783489980000,-4.84897,8.30783,0.74945,0.71940,-0.02273,-0.69403,-0.01629,-3.17929,0.18797,0.21685,
783580910000,-4.96334,8.72198,0.75147,0.71629,-0.05723,-0.69373,-0.04891,-3.03054,0.60616,0.20866,
783690040000,-5.49691,8.51093,0.79212,0.71981,-0.02346,-0.69357,-0.01676,-3.28713,0.30672,0.24511,
783780970000,-5.62522,8.79206,0.80250,0.71813,-0.04789,-0.69311,-0.03999,-3.17798,0.60901,0.21895,
783890100000,-6.08696,8.79719,0.82456,0.71719,-0.04128,-0.69482,-0.03417,-3.32922,0.56526,0.21735,
783981100000,-6.35776,8.86197,0.84292,0.71747,-0.04178,-0.69448,-0.03435,-3.30751,0.60592,0.22850,
784090230000,-6.90163,8.15725,0.92557,0.72269,0.03314,-0.68921,0.04000,-3.56005,-0.18580,0.27769,
784181160000,-6.66420,9.31797,0.88292,0.71471,-0.08152,-0.69108,-0.07031,-3.05187,0.98940,0.21493,
784290290000,-7.58785,8.76182,0.90562,0.71620,-0.02328,-0.69729,-0.01717,-3.65400,0.32241,0.22615,
784381220000,-7.52076,9.27458,0.90207,0.71331,-0.06625,-0.69524,-0.05864,-3.31461,0.81582,0.19793,
784490350000,-8.32017,8.68397,0.95512,0.71810,-0.00190,-0.69593,0.00325,-3.74385,0.15277,0.23768,
784581350000,-8.13734,9.48837,0.94218,0.71368,-0.06979,-0.69411,-0.06328,-3.32990,0.89453,0.21992,
784690480000,-8.30767,10.55775,0.92310,0.69657,-0.15605,-0.68377,-0.15133,-3.19322,1.76436,0.18046,
784781410000,-9.34854,8.76565,1.00741,0.71781,0.00955,-0.69605,0.01312,-3.88565,0.04463,0.22897,
784890540000,-9.22418,9.73441,0.99835,0.71221,-0.07183,-0.69516,-0.06588,-3.45451,0.94476,0.20639,
784981470000,-9.89385,10.31437,1.00356,0.70537,-0.11041,-0.69233,-0.10466,-3.76880,1.36835,0.21093,
785090600000,-10.19719,10.21773,1.02542,0.70803,-0.09561,-0.69396,-0.08929,-3.72839,1.15448,0.19310,
785181530000,-10.63655,10.13645,1.03796,0.71015,-0.07548,-0.69643,-0.07050,-3.87674,0.95576,0.18057,
785290730000,-11.17848,9.89941,1.07092,0.71393,-0.04437,-0.69768,-0.03975,-4.00766,0.63887,0.21212,
785381660000,-11.41859,10.09755,1.09056,0.71372,-0.05416,-0.69654,-0.05007,-3.93791,0.79559,0.20956,
785490790000,-12.08799,9.92787,1.13804,0.71705,-0.03405,-0.69560,-0.02874,-4.19366,0.59091,0.24047,
785581720000,-12.24013,10.03638,1.15540,0.71666,-0.04389,-0.69505,-0.03715,-3.99452,0.65986,0.24231,
785690850000,-12.66402,11.16483,1.15208,0.70373,-0.13155,-0.68701,-0.12436,-4.05006,1.74965,0.19865,
785781780000,-13.11882,11.24606,1.17062,0.70443,-0.12374,-0.68896,-0.11751,-4.16015,1.65657,0.21482,
785890980000,-13.65628,11.03612,1.19908,0.70924,-0.08897,-0.69414,-0.08501,-4.28199,1.26563,0.23119,
785981910000,-14.02539,10.73256,1.22956,0.71366,-0.05286,-0.69675,-0.04943,-4.29317,0.86588,0.22879,
786091040000,-14.36494,10.77732,1.25836,0.71465,-0.04752,-0.69653,-0.04312,-4.20398,0.88012,0.22110,
786181970000,-15.04926,10.84291,1.29709,0.71591,-0.04930,-0.69517,-0.04229,-4.51832,0.87588,0.26058,
786291100000,-15.20720,11.17175,1.31638,0.71376,-0.06957,-0.69410,-0.06261,-4.23404,1.08638,0.25929,
786382030000,-15.62810,11.27030,1.33341,0.71326,-0.06645,-0.69506,-0.06112,-4.31582,1.07131,0.24573,
786491160000,-16.44898,11.09447,1.38039,0.71657,-0.04342,-0.69505,-0.03925,-4.70460,0.79759,0.26082,
786582160000,-16.64555,11.12737,1.40192,0.71579,-0.04541,-0.69559,-0.04159,-4.53700,0.81257,0.25214,
786691290000,-17.28962,11.71654,1.41416,0.71164,-0.07701,-0.69455,-0.07238,-4.68396,1.30280,0.27104,
786782220000,-17.47385,11.62546,1.43389,0.71250,-0.06534,-0.69597,-0.06080,-4.52721,1.13275,0.26308,
786891350000,-18.32764,11.40831,1.47540,0.71436,-0.04335,-0.69738,-0.03834,-4.92508,0.82383,0.22422,
786982280000,-18.52490,11.46034,1.49422,0.71326,-0.04630,-0.69810,-0.04208,-4.72660,0.80154,0.24457,
787091410000,-18.66032,11.79303,1.50083,0.71165,-0.06086,-0.69751,-0.05773,-4.45013,1.00983,0.26792,
787182410000,-19.02546,11.84911,1.51397,0.71163,-0.05529,-0.69833,-0.05341,-4.47890,0.99958,0.25853,
787291540000,-19.50361,11.59743,1.54136,0.71269,-0.03371,-0.69995,-0.03176,-4.50374,0.75782,0.24590,
787382470000,-19.79646,11.46077,1.56200,0.71349,-0.02233,-0.70004,-0.01965,-4.43855,0.60802,0.25247,
787491600000,-20.15563,11.39373,1.58366,0.71370,-0.01539,-0.70019,-0.01169,-4.41813,0.50109,0.23865,
787582530000,-20.44729,11.22194,1.60150,0.71345,-0.00248,-0.70070,0.00039,-4.36263,0.30843,0.24744,
787691660000,-20.73576,11.49197,1.62416,0.71332,-0.01606,-0.70051,-0.01448,-4.26464,0.46264,0.23713,
787782660000,-21.85598,11.77538,1.61542,0.71210,-0.02868,-0.70093,-0.02821,-4.81706,0.62460,0.19541,
787891790000,-22.53244,11.83153,1.63390,0.71201,-0.02926,-0.70093,-0.02983,-4.95280,0.63893,0.21462,
787982720000,-22.62928,12.19960,1.65290,0.71078,-0.05200,-0.69950,-0.05279,-4.69725,0.91224,0.22220,
788091850000,-23.42031,12.32078,1.67666,0.71092,-0.05229,-0.69931,-0.05303,-4.97643,0.93145,0.19018,
788182780000,-23.75104,12.40220,1.69907,0.71106,-0.05284,-0.69913,-0.05305,-4.89238,0.94823,0.20892,
788291910000,-24.22094,12.51157,1.72462,0.71054,-0.05387,-0.69962,-0.05263,-4.86373,0.96982,0.23705,
788382840000,-24.64546,12.60741,1.74863,0.71006,-0.05470,-0.70005,-0.05247,-4.86996,0.97250,0.23930,
788492040000,-25.10531,12.38826,1.78106,0.71154,-0.03259,-0.70123,-0.03056,-4.81930,0.61011,0.24791,
788582970000,-25.55369,12.02347,1.81931,0.71334,0.00203,-0.70081,0.00295,-4.85861,0.17810,0.26211,
788692100000,-25.92250,12.19243,1.85528,0.71408,-0.00606,-0.70002,-0.00510,-4.72395,0.34127,0.26377,
788783030000,-26.34171,12.35092,1.88491,0.71446,-0.01336,-0.69943,-0.01260,-4.74041,0.48215,0.27917,
788892160000,-26.89812,12.46269,1.92064,0.71466,-0.01749,-0.69906,-0.01619,-4.83295,0.54617,0.27689,
788983090000,-27.36669,12.53550,1.95022,0.71465,-0.01964,-0.69897,-0.01836,-4.88660,0.56515,0.27902,
789092220000,-27.91312,12.61969,1.98361,0.71514,-0.02198,-0.69833,-0.02051,-4.92675,0.60498,0.29421,
789183220000,-28.37375,12.67677,2.01055,0.71519,-0.02299,-0.69822,-0.02160,-4.99006,0.59344,0.29645,
789292350000,-28.79301,12.76899,2.04177,0.71474,-0.02649,-0.69840,-0.02603,-4.90475,0.62720,0.28656,
789383280000,-29.14181,12.81973,2.06615,0.71463,-0.02649,-0.69850,-0.02663,-4.83156,0.61320,0.28188,
789492410000,-29.85403,12.69539,2.09527,0.71531,-0.01059,-0.69862,-0.01239,-5.04951,0.41994,0.28732,
789583340000,-30.29221,12.64926,2.12304,0.71592,-0.00481,-0.69813,-0.00666,-5.06177,0.35936,0.29738,
789692470000,-31.46273,12.65032,2.16604,0.71668,-0.01446,-0.69709,-0.01491,-5.71812,0.34610,0.32483,
789783470000,-31.74776,12.86503,2.18960,0.71557,-0.02890,-0.69737,-0.02824,-5.53654,0.51174,0.31372,
789892600000,-32.08087,13.14923,2.20963,0.71360,-0.03983,-0.69831,-0.03942,-5.35960,0.69311,0.28311,
789983530000,-32.55068,13.03918,2.23115,0.71310,-0.02596,-0.70005,-0.02716,-5.38384,0.51415,0.27558,
790092660000,-33.01364,13.02721,2.26283,0.71308,-0.02162,-0.70033,-0.02436,-5.28590,0.48224,0.29395,
790183590000,-33.46949,12.73431,2.29214,0.71387,0.00257,-0.70028,0.00002,-5.29992,0.19891,0.30419,
790292720000,-33.93659,12.71370,2.32879,0.71402,0.00839,-0.70005,0.00664,-5.24986,0.14352,0.30112,
790383720000,-34.32144,12.77998,2.35968,0.71397,0.00773,-0.70010,0.00693,-5.19317,0.18579,0.30192,
790492850000,-35.69710,13.23473,2.40464,0.71514,-0.03122,-0.69761,-0.03069,-5.91989,0.58324,0.30845,
790583780000,-35.79494,13.49786,2.42330,0.71307,-0.04172,-0.69861,-0.04154,-5.61222,0.77327,0.29851,
790692910000,-37.04263,12.95564,2.46320,0.71365,-0.01017,-0.70033,-0.01180,-6.19720,0.22778,0.31868,
790783840000,-37.32299,12.89812,2.48942,0.71317,-0.00887,-0.70086,-0.00998,-6.00595,0.21287,0.32936,
790892970000,-37.63887,13.05034,2.51370,0.71209,-0.01440,-0.70180,-0.01376,-5.76353,0.33054,0.32745,
790983970000,-38.03242,12.86145,2.53589,0.71158,-0.00031,-0.70260,0.00084,-5.70017,0.11669,0.30110,
791093100000,-38.52211,12.83292,2.56673,0.71167,0.00201,-0.70250,0.00325,-5.61397,0.05761,0.28843,
791184030000,-39.95570,12.29118,2.58764,0.71199,0.02075,-0.70157,0.02102,-6.43988,-0.45489,0.28271,
791293160000,-40.77031,12.23076,2.63077,0.71182,0.02153,-0.70175,0.01975,-6.61837,-0.47308,0.30474,
791384090000,-41.10907,12.16634,2.66993,0.71168,0.02137,-0.70189,0.01992,-6.43841,-0.47531,0.32340,
791493220000,-41.53084,12.23966,2.70680,0.71123,0.02124,-0.70236,0.01971,-6.26224,-0.34718,0.32011,
791584150000,-41.99604,12.27443,2.74077,0.71136,0.02082,-0.70221,0.02067,-6.18899,-0.25932,0.32628,
791693350000,-43.51976,11.97066,2.78054,0.71153,0.01994,-0.70205,0.02109,-7.11751,-0.56578,0.32959,
791784280000,-43.70264,11.95986,2.81421,0.71142,0.01899,-0.70219,0.02121,-6.70516,-0.55813,0.32779,
791893410000,-44.18282,12.00398,2.85116,0.71120,0.02005,-0.70240,0.02050,-6.50212,-0.49264,0.33566,
791984340000,-45.62045,11.77123,2.88764,0.71032,0.02065,-0.70329,0.02038,-7.43257,-0.67138,0.33648,
792093470000,-46.46563,11.72008,2.93038,0.70958,0.02095,-0.70403,0.01997,-7.48790,-0.63323,0.35821,
792184400000,-47.15893,11.67061,2.96731,0.70959,0.02073,-0.70402,0.02001,-7.55074,-0.60810,0.35530,
792293530000,-47.76732,11.58835,3.01769,0.70961,0.02050,-0.70399,0.02058,-7.36859,-0.65160,0.36056,
792384530000,-48.07031,11.61180,3.05286,0.70987,0.02054,-0.70374,0.02028,-7.03255,-0.58847,0.37359,
792493660000,-48.64586,11.65752,3.08951,0.71008,0.02121,-0.70352,0.01979,-6.86600,-0.49972,0.38166,
792584590000,-49.19428,11.69843,3.12043,0.71008,0.02220,-0.70348,0.02001,-6.82539,-0.39131,0.36506,
792693720000,-49.92520,11.70964,3.15419,0.70974,0.02246,-0.70378,0.02128,-6.84797,-0.32311,0.35286,
792784650000,-50.54594,11.70877,3.18455,0.70948,0.02297,-0.70400,0.02226,-6.87009,-0.31066,0.36345,
792893780000,-51.20607,11.67749,3.22756,0.70927,0.02388,-0.70413,0.02387,-6.80004,-0.33666,0.35706,
792984780000,-51.86539,11.66731,3.25243,0.70876,0.02482,-0.70456,0.02519,-6.86055,-0.35668,0.34922,
793093910000,-53.58152,11.28537,3.27598,0.70825,0.02595,-0.70499,0.02665,-7.85565,-0.73384,0.33926,
793184840000,-54.36114,11.19852,3.31864,0.70857,0.02748,-0.70454,0.02810,-7.95671,-0.77540,0.34984,
793293970000,-54.79734,11.12640,3.36848,0.70922,0.02957,-0.70370,0.03080,-7.54989,-0.78731,0.36689,
793384900000,-55.21308,11.14028,3.40587,0.70958,0.03197,-0.70312,0.03314,-7.28967,-0.73520,0.38404,
793494030000,-56.78561,10.91321,3.43923,0.70933,0.03573,-0.70301,0.03679,-8.10912,-0.96348,0.36988,
793585030000,-57.07566,10.85459,3.48330,0.70939,0.03982,-0.70256,0.03975,-7.67709,-0.99303,0.37028,
793694160000,-58.44443,10.68485,3.52019,0.70848,0.04538,-0.70290,0.04399,-8.25998,-1.10524,0.36730,
793785090000,-58.73516,10.61508,3.56471,0.70796,0.05006,-0.70281,0.04833,-7.81660,-1.08975,0.37271,
793894220000,-59.28659,10.59519,3.60477,0.70710,0.05595,-0.70279,0.05446,-7.51121,-1.01685,0.37259,
793985150000,-60.68541,10.42294,3.62324,0.70605,0.06116,-0.70303,0.05924,-8.23786,-1.15945,0.35674,
794094280000,-61.16090,10.30425,3.67528,0.70557,0.06737,-0.70246,0.06458,-7.78481,-1.17182,0.37267,
794185280000,-61.56335,10.28917,3.71155,0.70534,0.07254,-0.70169,0.06983,-7.46223,-1.09455,0.37581,
794294410000,-63.04616,10.12071,3.73259,0.70429,0.07888,-0.70130,0.07697,-8.12993,-1.17400,0.35612,
794385340000,-63.91765,9.89447,3.77632,0.70351,0.08435,-0.70075,0.08317,-8.24832,-1.36556,0.36868,
794494470000,-64.83834,9.71318,3.82008,0.70243,0.09198,-0.69998,0.09032,-8.25292,-1.45677,0.37429,
794585400000,-65.12217,9.59564,3.86670,0.70202,0.09855,-0.69864,0.09674,-7.76645,-1.47150,0.38466,
794694530000,-65.62079,9.54696,3.90359,0.70104,0.10661,-0.69733,0.10447,-7.39769,-1.39052,0.38126,
794785460000,-66.05214,9.55773,3.92872,0.70005,0.11353,-0.69620,0.11110,-7.12377,-1.29366,0.37749,
794894660000,-67.54631,9.39389,3.93594,0.69825,0.12232,-0.69518,0.11919,-7.82789,-1.35941,0.34777,
794985590000,-67.89528,9.23349,3.97914,0.69715,0.13008,-0.69368,0.12601,-7.47070,-1.43518,0.35814,
795094720000,-68.43215,9.14239,4.01658,0.69576,0.13890,-0.69181,0.13428,-7.20645,-1.41159,0.35355,
795185650000,-69.66933,8.97695,4.02771,0.69424,0.14636,-0.69040,0.14125,-7.80568,-1.48644,0.32811,
795294780000,-70.66107,8.65613,4.07466,0.69248,0.15530,-0.68824,0.15058,-7.98420,-1.70273,0.33261,
795385710000,-71.49397,8.43698,4.09415,0.69110,0.16258,-0.68611,0.15874,-8.11974,-1.79046,0.32108,
